Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
0.75,0.45968228578567505,-9.261577606201172,-3.076917886734009,-2.5121147632598877,0.002444444689899683,0.04444444552063942,0.21212120354175568
0.7599999904632568,0.34118953347206116,-9.081171989440918,-3.090366840362549,-2.516927719116211,0.0028888890519738197,0.04444444552063942,0.20202021300792694
0.7699999809265137,0.10126792639493942,-8.94494342803955,-3.086705446243286,-2.5196781158447266,0.003444444853812456,0.0555555559694767,0.2222222238779068
0.7799999713897705,0.03724067285656929,-8.80802059173584,-3.143897533416748,-2.524491310119629,0.004111111164093018,0.06666667014360428,0.2222222238779068
0.7900000214576721,0.07633242011070251,-8.75454330444336,-3.1146373748779297,-2.529991865158081,0.004666666500270367,0.0555555559694767,0.2525252401828766
0.800000011920929,0.020522864535450935,-8.785772323608398,-3.1353673934936523,-2.5348048210144043,0.005222222302109003,0.0555555559694767,0.2626262903213501
0.8100000023841858,0.0692792683839798,-8.862380027770996,-3.046854019165039,-2.5403051376342773,0.0058888886123895645,0.06666667014360428,0.20202022790908813
0.8199999928474426,0.13312700390815735,-9.003796577453613,-3.0627782344818115,-2.5464935302734375,0.006555555388331413,0.06666667014360428,0.12121212482452393
0.8299999833106995,0.12543882429599762,-9.207453727722168,-3.0373847484588623,-2.5533690452575684,0.007222222164273262,0.06666667014360428,0.08080808818340302
0.8399999737739563,0.10322805494070053,-9.391573905944824,-3.082256317138672,-2.5609323978424072,0.007999999448657036,0.07777778059244156,0.09090909361839294
0.8500000238418579,0.10925313830375671,-9.537330627441406,-3.1125741004943848,-2.567808151245117,0.00866666715592146,0.06666667014360428,0.04040403664112091
0.8600000143051147,0.13276536762714386,-9.620084762573242,-3.114912509918213,-2.574683666229248,0.009333333000540733,0.06666667014360428,-0.020202020183205605
